"_","Id","Business_Case__c","Snapshot_Month__c","Total_Reagent_Sales__c","YTD_Sales__c","Total_Reagent_Sales_Till_Date__c","Target_Sales__c","Performance_Status__c","Contract_Months_Elapsed__c","Avg_Reagent_Sales_Per_Month__c","Deficit_Cost_Covered__c","Margin_Percent_Snapshot__c","Margin_On_Reagent_Sale__c","Margin_till_Date__c","Payback_Remaining__c","Snapshot_Created_Date__c","Processing_Status__c"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksoMAC","a0BQ800000O2aYTMAZ","2024-11-01","223703","1646244","2501791","1316953","Behind","20","125089.55","-24692816","40","89481.2","1000716.4","14704639","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkspMAC","a0BQ800000O2aYTMAZ","2024-12-01","267777","1914021","2769568","1316953","Behind","21","131884.19047619047","-25741992","40","107110.8","1107827.2","14436862","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksqMAC","a0BQ800000O2aYTMAZ","2025-02-01","-114525","-114525","2655043","1316953","Behind","23","115436.65217391304","-30404444","40","-45810","1062017.2","16465408","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksrMAC","a0BQ800000O2aYTMAZ","2025-03-01","-376955","-491480","2278088","1316953","Behind","24","94920.33333333333","-32098352","40","-150782","911235.2","16842363","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkssMAC","a0BQ800000O2aYXMAZ","2025-10-01","246700","246700","246700","882971","Behind","1","246700","-636271","45","111015","111015","6695187","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkstMAC","a0BQ800000O2aYYMAZ","2025-09-01","339501.6","339501.6","339501.6","1194783","Behind","4","84875.4","-4439630.4","40","135800.64","135800.64","3310498.4","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksuMAC","a0BQ800000O2aYYMAZ","2025-10-01","233200","572701.6","572701.6","1194783","Behind","5","114540.32","-5401213.4","40","93280","229080.64","3077298.4","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksvMAC","a0BQ800000O2aYYMAZ","2025-11-01","107800","680501.6","680501.6","1194783","Behind","6","113416.93333333333","-6488196.4","40","43120","272200.64","2969498.4","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkswMAC","a0BQ800000O2aYZMAZ","2025-04-01","505400","505400","505400","154595","On Track","1","505400","350805","40","202160","202160","2059600","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksxMAC","a0BQ800000O2aYZMAZ","2025-06-01","98900","604300","604300","154595","Behind","3","201433.33333333334","140515","40","39560","241720","1960700","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQksyMAC","a0BQ800000O2aYZMAZ","2025-07-01","48800","653100","653100","154595","Behind","4","163275","34720","40","19520","261240","1911900","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkszMAC","a0BQ800000O2aYZMAZ","2025-09-01","-111264","541836","541836","154595","Behind","6","90306","-385734","40","-44505.6","216734.4","2023164","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt0MAC","a0BQ800000O2aYaMAJ","2024-11-01","126000","126000","126000","95790","On Track","3","42000","-161370","40","50400","50400","945664","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt1MAC","a0BQ800000O2aYaMAJ","2025-03-01","126000","126000","252000","95790","On Track","1","252000","30210","40","50400","100800","945664","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt2MAC","a0BQ800000O2aYbMAJ","2024-11-01","77700","77700","77700","38357","On Track","3","25900","-37371","40","31080","31080","85201","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt3MAC","a0BQ800000O2aYbMAJ","2024-12-01","25400","103100","103100","38357","Behind","2","51550","26386","40","10160","41240","59801","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt4MAC","a0BQ800000O2aYbMAJ","2025-03-01","74800","74800","177900","38357","On Track","1","177900","36443","40","29920","71160","88101","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt5MAC","a0BQ800000O2aYbMAJ","2025-04-01","25400","100200","203300","38357","Behind","2","101650","23486","40","10160","81320","62701","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt6MAC","a0BQ800000O2aYbMAJ","2025-06-01","80600","180800","283900","38357","On Track","4","70975","27372","40","32240","113560","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt7MAC","a0BQ800000O2aYcMAJ","2024-12-01","12800","12800","12800","25920","Behind","2","6400","-39040","40","5120","5120","175718","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt8MAC","a0BQ800000O2aYcMAJ","2025-03-01","51800","51800","64600","25920","On Track","1","64600","25880","40","20720","25840","136718","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkt9MAC","a0BQ800000O2aYcMAJ","2025-06-01","39600","91400","104200","25920","On Track","4","26050","-12280","40","15840","41680","97118","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktAMAS","a0BQ800000O2aYeMAJ","2024-11-01","463978","463978","463978","327855","On Track","3","154659.33333333334","-519587","45","208790.1","208790.1","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktBMAS","a0BQ800000O2aYeMAJ","2024-12-01","42978","506956","506956","327855","Behind","2","253478","-148754","45","19340.1","228130.2","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktCMAS","a0BQ800000O2aYeMAJ","2025-03-01","1407054.5","1407054.5","1914010.5","327855","On Track","1","1914010.5","1079199.5","45","633174.525","861304.725","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktDMAS","a0BQ800000O2aYeMAJ","2025-04-01","578759","1985813.5","2492769.5","327855","On Track","2","1246384.75","1330103.5","45","260441.55","1121746.275","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktEMAS","a0BQ800000O2aYeMAJ","2025-06-01","313687","2299500.5","2806456.5","327855","At Risk","4","701614.125","988080.5","45","141159.15","1262905.425","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktFMAS","a0BQ800000O2aYeMAJ","2025-07-01","199298.5","2498799","3005755","327855","Behind","5","601151","859524","45","89684.325","1352589.75","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktGMAS","a0BQ800000O2aYeMAJ","2025-09-01","197023","2695822","3202778","327855","Behind","7","457539.71428571426","400837","45","88660.35","1441250.1","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktHMAS","a0BQ800000O2aYeMAJ","2025-10-01","232303.5","2928125.5","3435081.5","327855","Behind","8","429385.1875","305285.5","45","104536.575","1545786.675","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktIMAS","a0BQ800000O2aYgMAJ","2024-04-01","177445","177445","177445","237632","Behind","8","22180.625","-1723611","40","70978","70978","2372468","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktJMAS","a0BQ800000O2aYgMAJ","2024-05-01","495075","672520","672520","237632","On Track","7","96074.28571428571","-990904","40","198030","269008","1877393","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktKMAS","a0BQ800000O2aYgMAJ","2024-07-01","420095","1092615","1092615","237632","On Track","5","218523","-95545","40","168038","437046","1457298","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktLMAS","a0BQ800000O2aYgMAJ","2024-08-01","211140","1303755","1303755","237632","Behind","4","325938.75","353227","40","84456","521502","1246158","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktMMAS","a0BQ800000O2aYgMAJ","2024-09-01","266225","1569980","1569980","237632","On Track","3","523326.6666666667","857084","40","106490","627992","979933","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktNMAS","a0BQ800000O2aYgMAJ","2024-10-01","568130","2138110","2138110","237632","On Track","2","1069055","1662846","40","227252","855244","411803","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktOMAS","a0BQ800000O2aYgMAJ","2024-12-01","894585","3032695","3032695","237632","On Track","0","0","0","40","357834","1213078","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktPMAS","a0BQ800000O2aYgMAJ","2025-01-01","443670","443670","3476365","237632","On Track","1","3476365","206038","40","177468","1390546","2106243","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktQMAS","a0BQ800000O2aYgMAJ","2025-03-01","582767","1026437","4059132","237632","On Track","3","1353044","313541","40","233106.8","1623652.8","1523476","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktRMAS","a0BQ800000O2aYgMAJ","2025-04-01","418255","1444692","4477387","237632","On Track","4","1119346.75","494164","40","167302","1790954.8","1105221","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktSMAS","a0BQ800000O2aYgMAJ","2025-05-01","542800","1987492","5020187","237632","On Track","5","1004037.4","799332","40","217120","2008074.8","562421","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktTMAS","a0BQ800000O2aYgMAJ","2025-06-01","664740","2652232","5684927","237632","On Track","6","947487.8333333334","1226440","40","265896","2273970.8","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktUMAS","a0BQ800000O2aYgMAJ","2025-07-01","95220","2747452","5780147","237632","Behind","7","825735.2857142857","1084028","40","38088","2312058.8","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktVMAS","a0BQ800000O2aYgMAJ","2025-08-01","403765","3151217","6183912","237632","On Track","8","772989","1250161","40","161506","2473564.8","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktWMAS","a0BQ800000O2aYgMAJ","2025-09-01","360991.9","3512208.9","6544903.9","237632","On Track","9","727211.5444444445","1373520.9","40","144396.76","2617961.56","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktXMAS","a0BQ800000O2aYgMAJ","2025-10-01","352573.9","3864782.8","6897477.8","237632","On Track","10","689747.78","1488462.8","40","141029.56","2758991.12","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktYMAS","a0BQ800000O2aYgMAJ","2025-11-01","438297.2","4303080","7335775","237632","On Track","11","666888.6363636364","1689128","40","175318.88","2934310","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktZMAS","a0BQ800000O2aYlMAJ","2024-02-01","3585000","3585000","3585000","1615386","On Track","4","896250","-2876544","40","1434000","1434000","1689883","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktaMAC","a0BQ800000O2aYnMAJ","2025-06-01","0","0","0","979837","Behind","0","0","0","40","0","0","13726374","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktbMAC","a0BQ800000O2aYnMAJ","2025-07-01","316962","316962","316962","979837","Behind","1","316962","-662875","40","126784.8","126784.8","13409412","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktcMAC","a0BQ800000O2aYoMAJ","2025-01-01","3051906","3051906","3051906","510888","On Track","1","3051906","2541018","45","1373357.7","1373357.7","4039094","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktdMAC","a0BQ800000O2aYoMAJ","2025-03-01","8509108","11561014","11561014","510888","On Track","3","3853671.3333333335","10028350","45","3829098.6","5202456.3","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkteMAC","a0BQ800000O2aYoMAJ","2025-04-01","0","11561014","11561014","510888","Behind","4","2890253.5","9517462","45","0","5202456.3","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktfMAC","a0BQ800000O2aYoMAJ","2025-05-01","0","11561014","11561014","510888","Behind","5","2312202.8","9006574","45","0","5202456.3","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktgMAC","a0BQ800000O2aYpMAJ","2024-12-01","0","0","0","247788","Behind","0","0","0","40","0","0","1197250","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkthMAC","a0BQ800000O2aYpMAJ","2025-01-01","2973746","2973746","2973746","247788","On Track","1","2973746","2725958","40","1189498.4","1189498.4","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktiMAC","a0BQ800000O2aYrMAJ","2023-06-01","320790","320790","320790","392516","Behind","5","64158","-1641790","40","128316","128316","6497268","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktjMAC","a0BQ800000O2aYrMAJ","2023-10-01","320025","640815","640815","392516","Behind","1","640815","248299","40","128010","256326","6177243","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktkMAC","a0BQ800000O2aYrMAJ","2023-12-01","75938","716753","716753","392516","Behind","1","716753","324237","40","30375.2","286701.2","6101305","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktlMAC","a0BQ800000O2bDlMAJ","2023-04-01","189648","189648","189648","1041826","Behind","20","9482.4","-20646872","40","75859.2","75859.2","10159772","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktmMAC","a0BQ800000O2bDlMAJ","2023-06-01","156000","345648","345648","1041826","Behind","18","19202.666666666668","-18407220","40","62400","138259.2","10003772","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktnMAC","a0BQ800000O2bDlMAJ","2023-08-01","467550","813198","813198","1041826","Behind","16","50824.875","-15856018","40","187020","325279.2","9536222","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktoMAC","a0BQ800000O2bDlMAJ","2023-09-01","63450","876648","876648","1041826","Behind","15","58443.2","-14750742","40","25380","350659.2","9472772","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktpMAC","a0BQ800000O2bDlMAJ","2023-10-01","84100","960748","960748","1041826","Behind","14","68624.85714285714","-13624816","40","33640","384299.2","9388672","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktqMAC","a0BQ800000O2bDlMAJ","2023-11-01","758975","1719723","1719723","1041826","Behind","13","132286.38461538462","-11824015","40","303590","687889.2","8629697","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktrMAC","a0BQ800000O2bDlMAJ","2023-12-01","384600","2104323","2104323","1041826","Behind","12","175360.25","-10397589","40","153840","841729.2","8245097","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktsMAC","a0BQ800000O2bDlMAJ","2024-03-01","155925","155925","2260248","1041826","Behind","9","251138.66666666666","-9220509","40","62370","904099.2","10193495","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkttMAC","a0BQ800000O2bDlMAJ","2024-05-01","292800","448725","2553048","1041826","Behind","7","364721.14285714284","-6844057","40","117120","1021219.2","9900695","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktuMAC","a0BQ800000O2bDlMAJ","2024-07-01","339525","788250","2892573","1041826","Behind","5","578514.6","-4420880","40","135810","1157029.2","9561170","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktvMAC","a0BQ800000O2bDlMAJ","2024-08-01","750875","1539125","3643448","1041826","Behind","4","910862","-2628179","40","300350","1457379.2","8810295","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktwMAC","a0BQ800000O2bDlMAJ","2024-10-01","821225","2360350","4464673","1041826","Behind","2","2232336.5","276698","40","328490","1785869.2","7989070","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktxMAC","a0BQ800000O2bDlMAJ","2024-12-01","209250","2569600","4673923","1041826","Behind","0","0","0","40","83700","1869569.2","7779820","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktyMAC","a0BQ800000O2bDlMAJ","2025-01-01","123186","123186","4797109","1041826","Behind","1","4797109","-918640","40","49274.4","1918843.6","10226234","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQktzMAC","a0BQ800000O2bDlMAJ","2025-02-01","1367339","1490525","6164448","1041826","On Track","2","3082224","-593127","40","546935.6","2465779.2","8858895","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku0MAC","a0BQ800000O2bDlMAJ","2025-04-01","0","1490525","6164448","1041826","Behind","4","1541112","-2676779","40","0","2465779.2","8858895","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku1MAC","a0BQ800000O2bDlMAJ","2025-05-01","859806","2350331","7024254","1041826","Behind","5","1404850.8","-2858799","40","343922.4","2809701.6","7999089","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku2MAC","a0BQ800000O2bDlMAJ","2025-07-01","373472","2723803","7397726","1041826","Behind","7","1056818","-4568979","40","149388.8","2959090.4","7625617","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku3MAC","a0BQ800000O2bDlMAJ","2025-08-01","514242","3238045","7911968","1041826","Behind","8","988996","-5096563","40","205696.8","3164787.2","7111375","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku4MAC","a0BQ800000O2bDlMAJ","2025-09-01","952592.14","4190637.14","8864560.14","1041826","At Risk","9","984951.1266666667","-5185796.86","40","381036.856","3545824.056","6158782.86","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku5MAC","a0BQ800000O2bDlMAJ","2025-10-01","3983730.36","8174367.5","12848290.5","1041826","On Track","10","1284829.05","-2243892.5","40","1593492.144","5139316.2","2175052.5","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku6MAC","a0BQ800000O2bDlMAJ","2025-11-01","38310.15","8212677.65","12886600.65","1041826","Behind","11","1171509.15","-3247408.35","40","15324.06","5154640.26","2136742.35","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQku7MAC","a0BQ800000O2bGzMAJ","2022-10-01","2690010","2690010","2690010","4014637","Behind","28","96071.78571428571","-109719826","40","1076004","1076004","60150901","2025-11-27","Completed"
