Alternative_UoM__c,Available_Quantity__c,Base_Unit_of_Measure__c,Commodity_Code__c,Creation_Date__c,Delivering_Plant__c,Description__c,DisplayUrl__c,Distribution_Channel__c,Division__c,ExternalId__c,Family__c,Industry_Standard_Description__c,IsActive__c,Material_Category__c,Material_Group_1__c,Material_Group_2__c,Material_Group_3__c,Material_Group_4__c,Material_Group_5__c,Material_Number__c,Material_Short_Text__c,Material_Type__c,Model__c,Old_Material_Number__c,Plant__c,Price__c,ProductCode__c,QuantityUnitOfMeasure__c,Quantity_ISO_UNIT__c,Sales_Organization__c,Serial_Number__c,Size_Dimensions__c,Standard_Price__c,StockKeepingUnit__c,Sub_Group__c,Technology__c,Vendor__c
,,EA,0,,,SELECTRA PRO M,,,30,,,E-CC-INST,false,Instrument,D01 - Lab Supply - Diagnostics,DA - Diagnostics,D21 - Lab Supply,LD1 - Lab Supply,51 - Diagnostics,15000005,,ZTRD,,C6003-400,3300,,,,,3000,,1 UNIT,151.17,,LS,CC - Clinical Chemistry,E - VitalScientific
